T (K) rhol (gm/cm3) rhov (gm/cm3) P (bar) Hv (kJ/mol) Z
530 0.418	 0.096	 21.3	 13.5	 0.57	
520 0.4431	 0.0787	 18.7	 15.55	 0.626	
510 0.4639	 0.0656	 16.3	 17.25	 0.67	
500 0.4819	 0.0552	 14.14	 18.66	 0.70	
490 0.4980	 0.0466	 12.21	 19.91	 0.73	
480 0.5129	 0.0394	 10.48	 21.03	 0.762	
470 0.5267	 0.0332	 8.94	 22.06	 0.788	
460 0.5396	 0.0279	 7.57	 23.01	 0.811	
450 0.5520	 0.02332	 6.36	 23.89	 0.833	
440 0.5640	 0.01942	 5.30	 24.73	 0.852	
430 0.5756	 0.01609	 4.38	 25.52	 0.870	
420 0.5866	 0.01323	 3.58	 26.26	 0.885	
410 0.597	 0.01080	 2.89	 26.95	 0.90	
400 0.607	 0.00873	 2.31	 27.59	 0.91	
390 0.617	 0.00697	 1.82	 28.20	 0.92	
380 0.626	 0.00550	 1.42	 28.77	 0.93	
370 0.635	 0.00428	 1.08	 29.34	 0.94	
