T (K) rhol urhol (gm/cm3) rhov urhov (gm/cm3) P uP (bar) Hv uHv (kJ/mol) Z uZ
560 0.416	0.002	 0.1062	0.0008	 24.0	0.1	 13.29	0.06	 0.554	0.006	
550 0.441	0.001	 0.0886	0.0005	 21.13	0.07	 15.33	0.05	 0.596	0.005	
540 0.464	0.001	 0.0738	0.0003	 18.56	0.06	 17.21	0.04	 0.640	0.004	
530 0.4832	0.0009	 0.0618	0.0002	 16.23	0.04	 18.84	0.03	 0.681	0.004	
520 0.5000	0.0007	 0.0522	0.0002	 14.14	0.03	 20.24	0.02	 0.716	0.004	
510 0.5152	0.0005	 0.0442	0.0002	 12.26	0.03	 21.48	0.02	 0.747	0.004	
500 0.5293	0.0004	 0.0375	0.0001	 10.57	0.02	 22.60	0.01	 0.773	0.003	
490 0.5425	0.0004	 0.03184	0.00009	 9.06	0.01	 23.62	0.01	 0.798	0.003	
480 0.5550	0.0004	 0.02693	0.00007	 7.71	0.01	 24.56	0.01	 0.820	0.003	
470 0.5668	0.0004	 0.02269	0.00005	 6.520	0.009	 25.44	0.02	 0.840	0.002	
460 0.5782	0.0005	 0.01903	0.00004	 5.469	0.007	 26.26	0.02	 0.858	0.002	
450 0.5893	0.0006	 0.01587	0.00002	 4.550	0.006	 27.05	0.03	 0.875	0.002	
440 0.6000	0.0008	 0.01314	0.00002	 3.750	0.006	 27.79	0.04	 0.891	0.002	
430 0.6102	0.0008	 0.01080	0.00001	 3.061	0.006	 28.49	0.04	 0.905	0.002	
420 0.6200	0.0008	 0.00880	0.00001	 2.472	0.006	 29.15	0.04	 0.918	0.003	
410 0.6295	0.0007	 0.00711	0.00001	 1.973	0.006	 29.78	0.03	 0.930	0.003	
400 0.6389	0.0007	 0.00568	0.00001	 1.555	0.005	 30.39	0.04	 0.941	0.004	
390 0.6482	0.0008	 0.00448	0.00002	 1.208	0.005	 30.98	0.04	 0.950	0.005	
380 0.6574	0.0007	 0.00349	0.00002	 0.925	0.004	 31.56	0.04	 0.959	0.006	
