T (K) rhol (gm/cm3) rhov (gm/cm3) P (bar) Hv (kJ/mol) Z
480 0.4165	 0.0996	 25.40	 11.39	 0.551	
470 0.4400	 0.0804	 21.99	 13.24	 0.603	
460 0.4619	 0.0651	 18.96	 14.93	 0.656	
450 0.4812	 0.0534	 16.27	 16.37	 0.702	
440 0.4983	 0.0442	 13.88	 17.58	 0.739	
430 0.5137	 0.03678	 11.76	 18.62	 0.771	
420 0.5278	 0.03057	 9.89	 19.55	 0.799	
410 0.5411	 0.02534	 8.25	 20.39	 0.823	
400 0.5536	 0.02090	 6.82	 21.17	 0.846	
390 0.5657	 0.01712	 5.58	 21.90	 0.866	
380 0.5772	 0.01392	 4.51	 22.58	 0.885	
370 0.5884	 0.01121	 3.61	 23.21	 0.902	
360 0.5991	 0.00894	 2.846	 23.81	 0.917	
350 0.6096	 0.00704	 2.212	 24.38	 0.931	
340 0.6197	 0.00547	 1.691	 24.92	 0.943	
330 0.6295	 0.00418	 1.269	 25.43	 0.953	
320 0.6392	 0.00314	 0.934	 25.93	 0.962	
310 0.648	 0.00231	 0.671	 26.40	 0.970	
