T (K) rhol urhol (gm/cm3) rhov urhov (gm/cm3) P uP (bar) Hv uHv (kJ/mol) Z uZ
470 0.4306	0.0004	 0.0813	0.0002	 21.91	0.03	 13.65	0.04	 0.594	0.003	
460 0.4537	0.0002	 0.0650	0.0001	 18.73	0.03	 15.56	0.02	 0.649	0.002	
450 0.4738	0.0002	 0.05259	0.00007	 15.94	0.03	 17.19	0.01	 0.698	0.002	
440 0.4915	0.0001	 0.04301	0.00005	 13.48	0.03	 18.56	0.01	 0.738	0.002	
430 0.5075	0.0002	 0.03533	0.00004	 11.31	0.03	 19.74	0.01	 0.772	0.003	
420 0.5222	0.0002	 0.02902	0.00003	 9.42	0.03	 20.80	0.01	 0.801	0.003	
410 0.5360	0.0002	 0.02376	0.00002	 7.78	0.03	 21.76	0.01	 0.827	0.004	
400 0.5489	0.0002	 0.01935	0.00002	 6.35	0.03	 22.65	0.01	 0.851	0.005	
390 0.5612	0.0003	 0.01565	0.00002	 5.13	0.03	 23.46	0.02	 0.872	0.006	
380 0.5729	0.0005	 0.01255	0.00003	 4.10	0.03	 24.23	0.02	 0.891	0.007	
370 0.5843	0.0006	 0.00997	0.00004	 3.23	0.03	 24.96	0.03	 0.908	0.009	
360 0.5952	0.0003	 0.00782	0.00004	 2.51	0.02	 25.64	0.01	 0.92	0.01	
350 0.6058	0.0003	 0.00606	0.00004	 1.91	0.02	 26.29	0.02	 0.94	0.01	
340 0.6159	0.0004	 0.00462	0.00004	 1.44	0.02	 26.90	0.02	 0.95	0.01	
330 0.6258	0.0004	 0.00346	0.00003	 1.06	0.01	 27.49	0.03	 0.96	0.02	
320 0.6356	0.0004	 0.00254	0.00003	 0.76	0.01	 28.06	0.03	 0.97	0.02	
