T (K) rhol (gm/cm3) rhov (gm/cm3) P (bar) Hv (kJ/mol) Z
530 0.40	 0.092	 20.7	 14.3	 0.58	
520 0.43	 0.075	 18.0	 16.6	 0.63	
510 0.456	 0.0623	 15.6	 18.40	 0.67	
500 0.475	 0.0520	 13.43	 19.97	 0.710	
490 0.4919	 0.0434	 11.50	 21.36	 0.743	
480 0.5072	 0.0363	 9.79	 22.63	 0.772	
470 0.5212	 0.0303	 8.27	 23.78	 0.798	
460 0.5343	 0.0252	 6.94	 24.83	 0.822	
450 0.5466	 0.0209	 5.77	 25.81	 0.844	
440 0.559	 0.0172	 4.75	 26.75	 0.864	
430 0.570	 0.01404	 3.88	 27.64	 0.882	
420 0.5815	 0.01139	 3.13	 28.47	 0.899	
410 0.592	 0.00915	 2.50	 29.24	 0.915	
400 0.601	 0.00727	 1.97	 29.95	 0.928	
390 0.610	 0.00572	 1.53	 30.59	 0.94	
380 0.6191	 0.00445	 1.17	 31.24	 0.95	
370 0.6288	 0.00340	 0.881	 31.90	 0.96	
