T (K) rhol (gm/cm3) rhov (gm/cm3) P (bar) Hv (kJ/mol) Z
380 0.4161	 0.0687	 23.49	 11.46	 0.629	
370 0.4400	 0.0536	 19.52	 13.02	 0.687	
360 0.4602	 0.0426	 16.08	 14.26	 0.733	
350 0.4780	 0.03395	 13.10	 15.32	 0.771	
340 0.4943	 0.02700	 10.56	 16.26	 0.804	
330 0.5095	 0.02134	 8.39	 17.104	 0.833	
320 0.5238	 0.01672	 6.58	 17.875	 0.859	
310 0.5374	 0.01295	 5.06	 18.587	 0.882	
300 0.5504	 0.00988	 3.83	 19.248	 0.902	
290 0.5628	 0.00742	 2.83	 19.86	 0.920	
280 0.5746	 0.00546	 2.05	 20.43	 0.936	
270 0.5861	 0.00392	 1.44	 20.97	 0.95	
260 0.5974	 0.00275	 0.98	 21.49	 0.96	
