T (K) rhol (kg/m3) rhov (kg/m3) P (bar)
540.0	405.84414504	97.705707695	20.8721022848
530.0	430.171899235	77.9395659687	18.064256239
520.0	452.029434108	63.0310553146	15.6084900552
510.0	471.027328476	51.8466146973	13.4695014236
500.0	487.525802996	42.9413672892	11.4734186074
490.0	502.402639266	35.6872888472	9.70193612597
480.0	516.258133781	29.6717070808	8.18021605166
470.0	529.458347811	24.6242286099	6.88681501581
460.0	542.081511302	20.3371925388	5.71826600039
450.0	554.280468685	16.707662655	4.70924059668
440.0	566.11894203	13.6368135707	3.85798479819
430.0	577.440811465	11.0365034319	3.10520360171
420.0	588.075458178	8.84964861312	2.46428814501
410.0	598.140151245	7.02611336585	1.95920178286
400.0	607.95979359	5.50837896516	1.4669296958
390.0	617.702794908	4.26945505562	1.18119387219
380.0	627.045181634	3.25772175385	0.876141044881
370.0	635.814534821	2.44690009704	0.656890850697
360.0	644.037153838	1.80501286925	0.461394380316
