T (K) rhol (gm/cm3) rhov (gm/cm3) P (bar) Hv (kJ/mol) Z
500 0.441	 0.0910	 19.74	 13.87	 0.596	
490 0.467	 0.0742	 17.11	 15.79	 0.646	
480 0.487	 0.0614	 14.76	 17.37	 0.688	
470 0.5059	 0.0511	 12.65	 18.73	 0.723	
460 0.5230	 0.0427	 10.78	 19.95	 0.754	
450 0.5388	 0.03559	 9.12	 21.06	 0.782	
440 0.5535	 0.02958	 7.65	 22.08	 0.808	
430 0.5672	 0.02449	 6.37	 23.01	 0.831	
420 0.5801	 0.02016	 5.25	 23.87	 0.852	
410 0.5925	 0.01649	 4.29	 24.68	 0.871	
400 0.6049	 0.01338	 3.46	 25.46	 0.889	
390 0.6168	 0.01075	 2.76	 26.20	 0.904	
380 0.6282	 0.00855	 2.17	 26.89	 0.918	
370 0.6392	 0.00671	 1.68	 27.55	 0.931	
360 0.6495	 0.00520	 1.283	 28.17	 0.943	
350 0.6594	 0.00396	 0.962	 28.74	 0.953	
340 0.6694	 0.00297	 0.707	 29.32	 0.96	
