T (K) rhol urhol (gm/cm3) rhov urhov (gm/cm3) P uP (bar) Hv uHv (kJ/mol) Z uZ
380 0.4059	0.0004	 0.0792	0.0002	 25.89	0.03	 9.96	0.02	 0.601	0.002	
370 0.4319	0.0003	 0.06223	0.00009	 21.74	0.03	 11.47	0.01	 0.660	0.002	
360 0.4534	0.0003	 0.04960	0.00006	 18.11	0.03	 12.71	0.01	 0.709	0.002	
350 0.4720	0.0002	 0.03984	0.00004	 14.96	0.02	 13.737	0.008	 0.750	0.002	
340 0.4889	0.0001	 0.03202	0.00003	 12.22	0.02	 14.633	0.006	 0.785	0.002	
330 0.50450	0.00008	 0.02564	0.00003	 9.87	0.02	 15.432	0.006	 0.816	0.002	
320 0.5191	0.0001	 0.02038	0.00002	 7.87	0.02	 16.154	0.005	 0.843	0.002	
310 0.5330	0.0002	 0.01605	0.00001	 6.18	0.02	 16.813	0.003	 0.868	0.003	
300 0.5461	0.0002	 0.01249	0.00001	 4.77	0.02	 17.420	0.005	 0.890	0.004	
290 0.5588	0.0001	 0.00958	0.00002	 3.62	0.02	 17.984	0.006	 0.910	0.005	
280 0.5710	0.0003	 0.00723	0.00002	 2.68	0.01	 18.51	0.01	 0.927	0.006	
270 0.5828	0.0006	 0.00534	0.00002	 1.94	0.01	 19.00	0.02	 0.942	0.007	
260 0.5944	0.0003	 0.00385	0.00002	 1.368	0.009	 19.47	0.01	 0.954	0.008	
250 0.6057	0.0004	 0.00271	0.00002	 0.934	0.006	 19.91	0.01	 0.965	0.009	
