T (K) rhol (kg/m3) rhov (kg/m3) P (bar) DeltaHv (kJ/mol)
550.0	424.442159187	94.523738091	22.026122454	15.4298748376
540.0	446.729188333	77.5720379699	19.3357907023	17.4489369099
530.0	466.943748792	64.6037350808	16.8452932654	19.1904222755
520.0	485.751733105	54.3165413319	14.5984143195	20.7417857604
510.0	502.59267514	45.8427335135	12.615041449	22.1227384093
500.0	517.024297062	38.6897960202	10.8356763874	23.326782134
490.0	530.025334439	32.633555997	9.28942444866	24.4207104212
480.0	542.701412923	27.4158844903	7.83942464873	25.4400377828
470.0	555.180519174	22.9448987259	6.57492236496	26.4193173848
460.0	566.697346442	19.104564967	5.47434470354	27.3212032598
450.0	577.574506323	15.8224047743	4.56381384848	28.1912263184
440.0	588.483618522	13.0056196253	3.72272290237	29.0023187101
430.0	599.542352351	10.6093524194	2.99996636013	29.7935356315
420.0	610.065581827	8.58133357485	2.39829362025	30.5441411569
410.0	619.474874043	6.87904434534	1.95828131861	31.3141486066
400.0	628.362091182	5.44357124339	1.4518248765	31.7820129131
390.0	273.244901908	1.10375098393	-0.273646267111	10.9789887226
380.0	645.326493271	3.28379282325	0.848654053709	32.9601377141
