T (K) rhol (kg/m3) rhov (kg/m3) P (bar) DeltaHv (kJ/mol)
450.0	433.733357931	85.5767008929	27.3272166951	13.7335010422
440.0	461.602405249	66.8184135678	22.9988016611	15.780077682
430.0	485.318300844	53.1628231799	19.368670345	17.4846754282
420.0	505.384319171	42.6313243608	16.0524391131	18.9081790644
410.0	523.220964825	34.3286862483	13.1773156337	20.1442937529
400.0	539.677317531	27.648359602	10.7892268143	21.2697522563
390.0	555.33003028	22.1847473497	8.8321259676	22.3372165329
380.0	570.192494969	17.6338127518	6.98071356895	23.281453636
370.0	584.004394556	13.9018840117	5.47537644252	24.1556457256
360.0	596.894930555	10.8660485637	4.39426846085	25.0474519935
350.0	609.693097133	8.37126247646	3.25496579694	25.7425309956
340.0	622.5745497	6.36738891409	2.44625214279	26.4983844425
