T (K) Neffliq Neffvap Percentliq Percentvap Ratioliq Ratiovap
540.0	1426.6065444	57364.3003813	0.174393250257	12.5534620933	0.740119010522	40.3610034781
530.0	1486.0306227	79597.8789085	0.181657452288	17.4190036127	0.718210715799	41.282243222
520.0	1372.60808202	118893.86968	0.167792294022	26.018441369	0.664550575915	51.5999142359
510.0	1323.5320969	169558.93145	0.161793078199	37.1058585981	0.671504681125	71.8898815075
500.0	1343.27016526	202246.30548	0.164205927004	44.2590829569	0.718164369676	89.9647164686
490.0	976.710110602	205375.039034	0.119396375556	44.9437672956	0.530589562929	94.4646604134
480.0	443.067443417	200156.220754	0.0541620756219	43.8016939674	0.247188729373	90.6866236014
470.0	191.098783475	202471.640102	0.0233605671452	44.3083946302	0.112483050124	87.5535800704
460.0	124.334485719	214127.67922	0.0151990716492	46.8591734988	0.0747529190638	90.4940529512
450.0	147.22570205	225901.190106	0.0179973720173	49.4356595995	0.0924402992489	102.401391811
440.0	282.609895418	220265.893538	0.0345471976209	48.2024451896	0.200007596503	122.921999255
430.0	380.661370159	185969.788229	0.0465333443547	40.697170043	0.274779748011	146.202624069
420.0	272.427717048	134157.99908	0.0333024934048	29.3588058211	0.174016629002	163.882282505
410.0	180.577170446	85942.4475785	0.0220743692785	18.8074333811	0.107298148856	172.097588794
400.0	93.9162395492	51632.7705435	0.0114806414783	11.2991882317	0.0648522156626	172.233236273
390.0	58.4709566949	30424.5567747	0.0071476891955	6.65803500847	0.102367754139	167.088517049
380.0	97.5830865116	18157.0993722	0.0119288893589	3.97345486963	1.01765098549	158.864001286
370.0	64.9092789216	11231.3605621	0.00793473166613	2.45784326026	2272.38443888	520.122872906
