T (K) rhol (gm/cm3) rhov (gm/cm3) P (bar) Hv (kJ/mol) Z
540 0.432	 0.097	 22.6	 14.1	 0.59	
530 0.462	 0.0814	 19.85	 16.03	 0.63	
520 0.4845	 0.0685	 17.36	 17.68	 0.670	
510 0.5032	 0.0578	 15.10	 19.10	 0.704	
500 0.5198	 0.0489	 13.07	 20.37	 0.735	
490 0.5351	 0.04136	 11.25	 21.52	 0.763	
480 0.5495	 0.03495	 9.62	 22.57	 0.788	
470 0.5631	 0.02946	 8.17	 23.55	 0.811	
460 0.5759	 0.02473	 6.89	 24.45	 0.832	
450 0.5880	 0.02067	 5.76	 25.29	 0.851	
440 0.5995	 0.01718	 4.78	 26.08	 0.869	
430 0.6108	 0.01419	 3.92	 26.83	 0.884	
420 0.6218	 0.01162	 3.19	 27.55	 0.898	
410 0.6324	 0.00944	 2.56	 28.23	 0.91	
400 0.6426	 0.00758	 2.03	 28.87	 0.92	
390 0.6525	 0.00602	 1.59	 29.48	 0.93	
380 0.6625	 0.00471	 1.23	 30.10	 0.94	
370 0.6721	 0.00364	 0.93	 30.67	 0.95	
