T (K) rhol (gm/cm3) rhov (gm/cm3) P (bar) Hv (kJ/mol) Z
400 0.4251	 0.0749	 21.42	 11.32	 0.620	
390 0.4490	 0.0597	 18.07	 12.80	 0.674	
380 0.4693	 0.04807	 15.14	 14.04	 0.719	
370 0.4870	 0.03895	 12.57	 15.08	 0.757	
360 0.5031	 0.03157	 10.34	 16.00	 0.790	
350 0.5180	 0.02549	 8.42	 16.81	 0.819	
340 0.5320	 0.02045	 6.77	 17.55	 0.845	
330 0.5454	 0.01627	 5.37	 18.24	 0.868	
320 0.5583	 0.01280	 4.19	 18.88	 0.888	
310 0.5705	 0.00994	 3.22	 19.46	 0.91	
300 0.5821	 0.00760	 2.42	 20.01	 0.92	
290 0.5935	 0.00571	 1.79	 20.53	 0.94	
280 0.6047	 0.00420	 1.29	 21.02	 0.95	
270 0.6159	 0.00302	 0.90	 21.50	 0.96	
