T (K) rhol (gm/cm3) rhov (gm/cm3) P (bar) Hv (kJ/mol) Z
540 0.429	 0.094	 21.20	 14.4	 0.57	
530 0.453	 0.0772	 18.54	 16.44	 0.623	
520 0.4748	 0.0639	 16.14	 18.25	 0.668	
510 0.4934	 0.0534	 14.00	 19.79	 0.706	
500 0.5099	 0.0449	 12.07	 21.13	 0.739	
490 0.5250	 0.0378	 10.35	 22.32	 0.767	
480 0.5390	 0.03182	 8.82	 23.40	 0.793	
470 0.5521	 0.02671	 7.46	 24.40	 0.816	
460 0.5645	 0.02233	 6.26	 25.32	 0.838	
450 0.5764	 0.01857	 5.22	 26.188	 0.857	
440 0.5878	 0.01535	 4.30	 27.01	 0.876	
430 0.5989	 0.01260	 3.52	 27.78	 0.892	
420 0.6097	 0.01026	 2.85	 28.52	 0.908	
410 0.6201	 0.00827	 2.27	 29.23	 0.922	
400 0.630	 0.00660	 1.80	 29.90	 0.934	
390 0.6398	 0.00521	 1.40	 30.53	 0.945	
380 0.6493	 0.00406	 1.073	 31.15	 0.96	
