T (K) rhol urhol (gm/cm3) rhov urhov (gm/cm3) P uP (bar) Hv uHv (kJ/mol) Z uZ
550 0.420	0.003	 0.096	0.002	 22.05	0.08	 14.7	0.2	 0.58	0.02	
540 0.445	0.001	 0.0784	0.0008	 19.31	0.05	 16.9	0.1	 0.627	0.009	
530 0.4664	0.0005	 0.0651	0.0004	 16.83	0.04	 18.76	0.05	 0.670	0.006	
520 0.4846	0.0007	 0.0546	0.0003	 14.61	0.03	 20.34	0.06	 0.706	0.005	
510 0.501	0.001	 0.0460	0.0002	 12.61	0.03	 21.72	0.07	 0.738	0.004	
500 0.515	0.001	 0.0388	0.0001	 10.82	0.03	 22.95	0.07	 0.767	0.004	
490 0.5289	0.0009	 0.03269	0.00009	 9.23	0.02	 24.07	0.05	 0.792	0.003	
480 0.5417	0.0007	 0.02748	0.00006	 7.82	0.02	 25.11	0.04	 0.815	0.003	
470 0.5539	0.0008	 0.02302	0.00005	 6.58	0.02	 26.08	0.05	 0.836	0.004	
460 0.5655	0.0006	 0.01918	0.00004	 5.49	0.02	 26.99	0.05	 0.855	0.004	
450 0.5768	0.0005	 0.01588	0.00004	 4.54	0.02	 27.86	0.04	 0.873	0.005	
440 0.5880	0.0008	 0.01305	0.00003	 3.72	0.02	 28.71	0.05	 0.889	0.005	
430 0.599	0.001	 0.01064	0.00003	 3.01	0.02	 29.52	0.07	 0.904	0.006	
420 0.6096	0.0009	 0.00859	0.00002	 2.41	0.02	 30.29	0.06	 0.918	0.007	
410 0.6196	0.0005	 0.00687	0.00002	 1.91	0.01	 31.02	0.04	 0.930	0.008	
400 0.629	0.001	 0.00543	0.00002	 1.49	0.01	 31.7	0.1	 0.941	0.009	
390 0.638	0.002	 0.00424	0.00002	 1.14	0.01	 32.4	0.1	 0.95	0.01	
380 0.648	0.002	 0.00326	0.00002	 0.865	0.008	 33.0	0.1	 0.96	0.01	
