T (K) rhol (gm/cm3) rhov (gm/cm3) P (bar) Hv (kJ/mol) Z
480 0.4133	 0.0893	 23.63	 12.79	 0.571	
470 0.4376	 0.0718	 20.31	 14.75	 0.623	
460 0.4592	 0.0581	 17.36	 16.50	 0.674	
450 0.4779	 0.0474	 14.76	 17.99	 0.717	
440 0.4945	 0.03900	 12.47	 19.26	 0.753	
430 0.5096	 0.03213	 10.45	 20.37	 0.784	
420 0.5237	 0.02643	 8.69	 21.38	 0.811	
410 0.5370	 0.02165	 7.16	 22.31	 0.836	
400 0.5495	 0.01763	 5.84	 23.17	 0.858	
390 0.5614	 0.01425	 4.70	 23.97	 0.877	
380 0.5727	 0.01141	 3.75	 24.71	 0.895	
370 0.5833	 0.00905	 2.94	 25.40	 0.911	
360 0.5936	 0.00708	 2.28	 26.05	 0.926	
350 0.6037	 0.00547	 1.73	 26.67	 0.938	
340 0.614	 0.00416	 1.30	 27.28	 0.95	
330 0.6236	 0.00311	 0.95	 27.87	 0.96	
320 0.6330	 0.00227	 0.680	 28.43	 0.97	
