T (K) rhol urhol (gm/cm3) rhov urhov (gm/cm3) P uP (bar) Hv uHv (kJ/mol) Z uZ
540 0.4326	0.0008	 0.0826	0.0004	 19.38	0.07	 16.41	0.04	 0.597	0.005	
530 0.4551	0.0005	 0.0673	0.0003	 16.81	0.05	 18.57	0.03	 0.647	0.004	
520 0.4747	0.0005	 0.0555	0.0002	 14.53	0.04	 20.41	0.02	 0.691	0.004	
510 0.4918	0.0005	 0.0462	0.0002	 12.49	0.04	 21.98	0.02	 0.728	0.004	
500 0.5073	0.0005	 0.0386	0.0001	 10.67	0.03	 23.35	0.02	 0.759	0.004	
490 0.5215	0.0005	 0.0323	0.0001	 9.06	0.02	 24.59	0.02	 0.786	0.004	
480 0.5349	0.0005	 0.02696	0.00009	 7.64	0.02	 25.73	0.02	 0.811	0.004	
470 0.5476	0.0007	 0.02242	0.00007	 6.39	0.01	 26.79	0.03	 0.834	0.003	
460 0.5598	0.0008	 0.01855	0.00005	 5.30	0.01	 27.79	0.05	 0.854	0.003	
450 0.5715	0.0009	 0.01526	0.00003	 4.359	0.009	 28.74	0.05	 0.872	0.003	
440 0.5828	0.0009	 0.01246	0.00002	 3.547	0.009	 29.63	0.05	 0.889	0.003	
430 0.5935	0.0008	 0.01009	0.00002	 2.855	0.009	 30.47	0.04	 0.905	0.004	
420 0.6037	0.0006	 0.00809	0.00002	 2.271	0.009	 31.26	0.03	 0.918	0.004	
410 0.6135	0.0008	 0.00642	0.00002	 1.783	0.008	 32.01	0.04	 0.931	0.005	
400 0.624	0.001	 0.00504	0.00002	 1.381	0.007	 32.76	0.06	 0.942	0.006	
390 0.633	0.001	 0.00390	0.00002	 1.052	0.006	 33.48	0.06	 0.952	0.007	
380 0.6426	0.0008	 0.00297	0.00002	 0.789	0.005	 34.16	0.05	 0.961	0.008	
370 0.6515	0.0007	 0.00223	0.00001	 0.580	0.004	 34.82	0.05	 0.968	0.009	
