T (K) rhol urhol (gm/cm3) rhov urhov (gm/cm3) P uP (bar) Hv uHv (kJ/mol) Z uZ
440 0.4009	0.0004	 0.0871	0.0004	 25.25	0.03	 11.51	0.03	 0.572	0.003	
430 0.4271	0.0001	 0.0689	0.0002	 21.46	0.02	 13.43	0.02	 0.629	0.002	
420 0.4495	0.0001	 0.0550	0.0001	 18.13	0.02	 15.08	0.01	 0.682	0.002	
410 0.46855	0.00005	 0.04439	0.00006	 15.21	0.01	 16.447	0.006	 0.725	0.001	
400 0.48545	0.00009	 0.03606	0.00003	 12.67	0.01	 17.615	0.002	 0.762	0.001	
390 0.5009	0.0001	 0.02930	0.00002	 10.45	0.01	 18.647	0.007	 0.793	0.001	
380 0.5152	0.0002	 0.02372	0.00002	 8.53	0.01	 19.58	0.01	 0.821	0.001	
370 0.5288	0.0003	 0.01909	0.00002	 6.89	0.01	 20.44	0.01	 0.846	0.002	
360 0.5417	0.0004	 0.01524	0.00001	 5.49	0.01	 21.24	0.02	 0.869	0.002	
350 0.5542	0.0005	 0.012045	0.000009	 4.32	0.01	 21.98	0.02	 0.889	0.003	
340 0.5661	0.0004	 0.00941	0.00001	 3.34	0.01	 22.68	0.01	 0.906	0.003	
330 0.5774	0.0003	 0.00725	0.00002	 2.54	0.01	 23.33	0.01	 0.922	0.004	
320 0.5882	0.0005	 0.00549	0.00002	 1.896	0.009	 23.94	0.03	 0.936	0.005	
310 0.5987	0.0005	 0.00409	0.00001	 1.385	0.007	 24.52	0.03	 0.948	0.006	
300 0.6091	0.0003	 0.00298	0.00001	 0.987	0.006	 25.08	0.02	 0.958	0.007	
290 0.6193	0.0005	 0.00212	0.00001	 0.685	0.005	 25.62	0.03	 0.966	0.009	
