T (K) rhol (gm/cm3) rhov (gm/cm3) P (bar) Hv (kJ/mol) Z
480 0.4158	 0.0828	 23.02	 13.69	 0.600	
470 0.4397	 0.0670	 19.79	 15.61	 0.651	
460 0.4598	 0.0550	 16.91	 17.17	 0.693	
450 0.4773	 0.0454	 14.37	 18.51	 0.729	
440 0.4934	 0.0375	 12.12	 19.72	 0.761	
430 0.5085	 0.03093	 10.14	 20.83	 0.790	
420 0.5226	 0.02542	 8.41	 21.85	 0.816	
410 0.5357	 0.02079	 6.91	 22.77	 0.840	
400 0.5481	 0.01689	 5.61	 23.635	 0.861	
390 0.5603	 0.01361	 4.51	 24.46	 0.880	
380 0.572	 0.01087	 3.58	 25.24	 0.898	
370 0.583	 0.008578	 2.80	 25.96	 0.914	
360 0.5933	 0.006688	 2.15	 26.62	 0.93	
350 0.6033	 0.00514	 1.63	 27.25	 0.94	
340 0.6135	 0.00389	 1.22	 27.89	 0.95	
330 0.624	 0.00289	 0.89	 28.5	 0.96	
