T (K) rhol urhol (gm/cm3) rhov urhov (gm/cm3) P uP (bar) Hv uHv (kJ/mol) Z uZ
540 0.4012	0.0002	 0.0882	0.0006	 19.43	0.05	 15.22	0.06	 0.561	0.006	
530 0.42624	0.00007	 0.0710	0.0004	 16.79	0.04	 17.64	0.04	 0.613	0.005	
520 0.4481	0.0001	 0.0576	0.0002	 14.45	0.03	 19.79	0.02	 0.662	0.004	
510 0.4670	0.0003	 0.0473	0.0001	 12.38	0.03	 21.61	0.02	 0.705	0.003	
500 0.4837	0.0004	 0.03912	0.00009	 10.54	0.02	 23.18	0.02	 0.740	0.003	
490 0.4987	0.0004	 0.03242	0.00006	 8.92	0.02	 24.56	0.03	 0.771	0.002	
480 0.5126	0.0004	 0.02686	0.00005	 7.49	0.01	 25.82	0.03	 0.798	0.002	
470 0.5258	0.0004	 0.02218	0.00004	 6.24	0.01	 26.98	0.02	 0.823	0.002	
460 0.5383	0.0003	 0.01823	0.00003	 5.16	0.01	 28.08	0.02	 0.845	0.002	
450 0.5503	0.0002	 0.01490	0.00003	 4.22	0.01	 29.10	0.02	 0.865	0.003	
440 0.5616	0.0001	 0.01209	0.00002	 3.421	0.009	 30.059	0.006	 0.883	0.003	
430 0.5725	0.0003	 0.00973	0.00002	 2.740	0.008	 30.97	0.02	 0.900	0.003	
420 0.5831	0.0005	 0.00775	0.00002	 2.169	0.007	 31.84	0.03	 0.915	0.004	
410 0.5935	0.0004	 0.00611	0.00002	 1.694	0.006	 32.67	0.03	 0.929	0.004	
400 0.6035	0.0003	 0.00476	0.00002	 1.304	0.005	 33.47	0.02	 0.941	0.005	
390 0.6130	0.0004	 0.00366	0.00001	 0.988	0.004	 34.23	0.03	 0.952	0.005	
380 0.6222	0.0006	 0.00277	0.00001	 0.736	0.003	 34.95	0.04	 0.961	0.006	
370 0.6314	0.0007	 0.002058	0.000009	 0.537	0.002	 35.66	0.05	 0.970	0.006	
