T (K) rhol (gm/cm3) rhov (gm/cm3) P (bar) Hv (kJ/mol) Z
560 0.425	 0.0971	 23.00	 14.94	 0.581	
550 0.452	 0.0804	 20.20	 17.13	 0.628	
540 0.4725	 0.0672	 17.67	 18.95	 0.669	
530 0.4901	 0.0566	 15.39	 20.49	 0.705	
520 0.5060	 0.0479	 13.33	 21.85	 0.736	
510 0.5206	 0.0406	 11.49	 23.083	 0.763	
500 0.5341	 0.0343	 9.85	 24.21	 0.789	
490 0.5467	 0.02895	 8.38	 25.24	 0.812	
480 0.5586	 0.02435	 7.09	 26.20	 0.833	
470 0.5701	 0.02039	 5.94	 27.11	 0.852	
460 0.5814	 0.01698	 4.95	 27.99	 0.870	
450 0.5926	 0.01405	 4.08	 28.83	 0.886	
440 0.6031	 0.01154	 3.33	 29.62	 0.901	
430 0.6129	 0.00939	 2.69	 30.35	 0.915	
420 0.6221	 0.00757	 2.15	 31.02	 0.93	
410 0.6314	 0.00604	 1.69	 31.70	 0.94	
400 0.6411	 0.00477	 1.32	 32.38	 0.95	
390 0.6509	 0.00371	 1.01	 33.06	 0.96	
