T (K) rhol urhol (gm/cm3) rhov urhov (gm/cm3) P uP (bar) Hv uHv (kJ/mol) Z uZ
550 0.4216	0.0005	 0.097	0.001	 21.061	0.009	 14.6	0.2	 0.54	0.01	
540 0.4432	0.0005	 0.0768	0.0005	 18.30	0.02	 17.2	0.1	 0.606	0.005	
530 0.4633	0.0006	 0.0620	0.0002	 15.85	0.02	 19.43	0.06	 0.662	0.003	
520 0.4813	0.0005	 0.0512	0.0001	 13.68	0.02	 21.20	0.04	 0.706	0.002	
510 0.4975	0.0004	 0.04278	0.00007	 11.75	0.02	 22.69	0.03	 0.740	0.002	
500 0.5123	0.0004	 0.03582	0.00005	 10.03	0.02	 24.00	0.03	 0.770	0.002	
490 0.5260	0.0004	 0.02998	0.00004	 8.51	0.02	 25.20	0.03	 0.796	0.003	
480 0.5390	0.0004	 0.02502	0.00003	 7.17	0.02	 26.30	0.03	 0.820	0.003	
470 0.5514	0.0004	 0.02081	0.00003	 5.99	0.02	 27.34	0.02	 0.841	0.003	
460 0.5633	0.0004	 0.01721	0.00003	 4.96	0.02	 28.32	0.02	 0.861	0.004	
450 0.5747	0.0004	 0.01414	0.00003	 4.07	0.02	 29.24	0.02	 0.879	0.005	
440 0.5855	0.0003	 0.01154	0.00003	 3.31	0.02	 30.10	0.02	 0.896	0.006	
430 0.5957	0.0003	 0.00933	0.00003	 2.66	0.02	 30.91	0.02	 0.911	0.006	
420 0.6056	0.0004	 0.00748	0.00003	 2.11	0.01	 31.67	0.03	 0.924	0.007	
410 0.6151	0.0005	 0.00593	0.00003	 1.66	0.01	 32.40	0.04	 0.936	0.009	
400 0.6244	0.0005	 0.00465	0.00002	 1.28	0.01	 33.11	0.04	 0.95	0.01	
390 0.6338	0.0005	 0.00359	0.00002	 0.975	0.009	 33.80	0.05	 0.96	0.01	
380 0.6432	0.0006	 0.00274	0.00002	 0.729	0.008	 34.49	0.05	 0.96	0.01	
370 0.6524	0.0005	 0.00205	0.00001	 0.535	0.007	 35.15	0.06	 0.97	0.01	
