T (K) rhol (gm/cm3) rhov (gm/cm3) P (bar) Hv (kJ/mol) Z
550 0.415	 0.0974	 21.95	 14.49	 0.563	
540 0.441	 0.0798	 19.16	 16.76	 0.611	
530 0.463	 0.0656	 16.66	 18.78	 0.659	
520 0.482	 0.0545	 14.42	 20.50	 0.700	
510 0.4985	 0.0455	 12.41	 21.98	 0.734	
500 0.5135	 0.03821	 10.63	 23.28	 0.764	
490 0.5274	 0.03206	 9.04	 24.46	 0.791	
480 0.5403	 0.02683	 7.64	 25.55	 0.815	
470 0.5526	 0.02238	 6.41	 26.56	 0.837	
460 0.5644	 0.01858	 5.33	 27.51	 0.857	
450 0.5759	 0.01533	 4.39	 28.41	 0.875	
440 0.5870	 0.01256	 3.59	 29.27	 0.892	
430 0.5975	 0.01021	 2.90	 30.07	 0.906	
420 0.6074	 0.00822	 2.31	 30.82	 0.920	
410 0.6171	 0.00655	 1.82	 31.54	 0.932	
400 0.6266	 0.00516	 1.416	 32.24	 0.943	
390 0.6359	 0.00401	 1.085	 32.91	 0.952	
380 0.6447	 0.00308	 0.817	 33.54	 0.96	
370 0.653	 0.00232	 0.604	 34.16	 0.97	
