T (K) rhol (gm/cm3) rhov (gm/cm3) P (bar) Hv (kJ/mol) Z
510 0.4284	 0.0819	 20.82	 15.10	 0.600	
500 0.4516	 0.0666	 17.99	 17.12	 0.651	
490 0.4713	 0.0548	 15.47	 18.80	 0.694	
480 0.4886	 0.04552	 13.23	 20.23	 0.730	
470 0.5042	 0.03788	 11.24	 21.503	 0.761	
460 0.5186	 0.03151	 9.48	 22.651	 0.789	
450 0.5321	 0.02613	 7.94	 23.70	 0.814	
440 0.5449	 0.02158	 6.59	 24.68	 0.837	
430 0.5571	 0.01772	 5.42	 25.60	 0.857	
420 0.5687	 0.01445	 4.41	 26.45	 0.876	
410 0.5796	 0.01169	 3.55	 27.25	 0.893	
400 0.5902	 0.00937	 2.83	 28.00	 0.909	
390 0.6005	 0.00743	 2.22	 28.73	 0.922	
380 0.6105	 0.00582	 1.72	 29.41	 0.934	
370 0.6201	 0.00450	 1.306	 30.06	 0.945	
360 0.6297	 0.00343	 0.977	 30.70	 0.954	
350 0.6390	 0.00256	 0.716	 31.31	 0.96	
