420 1 -3800 35 35 35
10          -4170.0424563636416      
5           -543.20755063627269      
6           -544.37763741607603      
10          -4401.4860699563433      
7           -1503.765558895604       
14          -3202.8648705865312      
9           -978.14458327743876      
7           -121.44652683861719      
6           -1308.5134543080108      
4           -563.8973702924776       
6           -815.40123056474476      
5           -1226.9664194440543      
2           -5.6886202856565973      
7           -3556.7985904018956      
7           -730.2594841633819       
5           -534.07974229110391      
9           -489.28922584088599      
13          -5848.5403632490597      
5           -2751.1444144025295      
3           -875.24783174593597      
20          -10521.943406604034      
15          -10739.507835976323      
10          -2693.864463435782       
13          -6564.3481105654628      
10          -1790.2056127535805      
11          -2258.2458691976681      
4           -22.754481142626993      
14          -4852.4256318802909      
7           -388.21089027788219      
2           -20.975061459934771      
4           -451.26358507735443      
3           -12.799395642728312      
11          -3223.7765352626666      
3           -653.56777609068081      
6           -868.05892130626796      
2           -5.6886202856595904      
11          -3633.5044721203103      
6           -363.0094375374058       
3           -18.303695800871171      
3           -13.669690570175216      
8           -2123.7531651329314      
6           -75.005566206853445      
4           -22.754481142626439      
10          -3354.5214548874324      
12          -3757.3459552875761      
9           -1744.705694579751       
9           -2462.6780729229217      
8           -1300.7316241304991      
8           -1217.8902638758777      
10          -3823.8816004543137      
9           -3593.3002014466465      
8           -264.2439133367061       
12          -4117.5348522320874      
12          -3638.8087951583389      
12          -3702.7694258485812      
8           -3375.3144894648131      
6           -732.33901685691262      
3           -14.263762628992499      
6           -172.92225629964662      
13          -2940.7153263538294      
8           -1078.6363373708562      
12          -1379.8352613712623      
11          -3080.7739827018368      
6           -567.3521038300222       
5           -536.68615697936434      
11          -1640.2646743073765      
3           -12.799395642720148      
4           -429.57924118231051      
1           -1.4221550714141524      
15          -6316.4234184840061      
6           -562.95884844532031      
7           -889.32978928468413      
5           -1158.0519988706399      
11          -4781.3380726720707      
15          -4840.1807354342754      
8           -2051.5802941922911      
8           -318.20992728063482      
5           -521.8385806018789       
6           -1000.4337464468905      
14          -7395.7991211158533      
7           -823.59132519820855      
8           -490.76359930316198      
10          -4014.0010092314124      
5           -303.20956534862773      
7           -931.68938074060793      
4           -28.062998691846659      
6           -620.67325487357186      
12          -9034.6688287596771      
12          -4318.3747409343096      
17          -7909.9766421102258      
5           -194.10059928405394      
3           -459.47920647811469      
10          -1121.5576712026852      
9           -1300.1735702125566      
9           -587.07441318812459      
6           -836.98643114776803      
6           -2091.4021358261402      
9           -2372.6444094193375      
11          -2626.9083803684875      
3           -900.95935620997284      
