T (K) rhol urhol (gm/cm3) rhov urhov (gm/cm3) P uP (bar) Hv uHv (kJ/mol) Z uZ
390 0.3859	0.0007	 0.0836	0.0002	 27.27	0.05	 10.00	0.03	 0.584	0.002	
380 0.4154	0.0004	 0.0655	0.0002	 22.85	0.04	 11.75	0.02	 0.642	0.003	
370 0.4387	0.0006	 0.0517	0.0001	 18.99	0.03	 13.21	0.02	 0.695	0.003	
360 0.4582	0.0006	 0.04113	0.00008	 15.64	0.02	 14.41	0.02	 0.738	0.002	
350 0.4757	0.0004	 0.03283	0.00004	 12.75	0.02	 15.46	0.01	 0.776	0.001	
340 0.4917	0.0004	 0.02612	0.00002	 10.27	0.01	 16.38	0.02	 0.808	0.001	
330 0.5065	0.0004	 0.02066	0.00002	 8.17	0.01	 17.21	0.02	 0.837	0.002	
320 0.5204	0.0003	 0.01619	0.00002	 6.40	0.01	 17.97	0.02	 0.863	0.002	
310 0.5337	0.0003	 0.01254	0.00002	 4.93	0.01	 18.67	0.02	 0.886	0.002	
300 0.5464	0.0002	 0.00958	0.00001	 3.72	0.01	 19.32	0.01	 0.906	0.003	
290 0.5585	0.0004	 0.007195	0.000005	 2.76	0.01	 19.918	0.004	 0.924	0.004	
280 0.5703	0.0005	 0.005298	0.000004	 1.99	0.01	 20.49	0.01	 0.939	0.006	
270 0.5822	0.0004	 0.00381	0.00001	 1.40	0.01	 21.05	0.02	 0.952	0.008	
260 0.5933	0.0003	 0.00267	0.00001	 0.955	0.008	 21.56	0.02	 0.96	0.01	
250 0.6038	0.0006	 0.00181	0.00001	 0.629	0.006	 22.04	0.02	 0.97	0.01	
