T (K) rhol urhol (gm/cm3) rhov urhov (gm/cm3) P uP (bar) Hv uHv (kJ/mol) Z uZ
410	0.4459	0.0004		0.0762	0.0003		29.58	0.05		12.795	0.007		0.616	0.004	
400	0.4728	0.0005		0.0594	0.0002		24.65	0.03		14.61	0.01		0.674	0.003	
390	0.4953	0.0004		0.0471	0.0001		20.37	0.02		16.083	0.009		0.721	0.002	
380	0.5155	0.0002		0.03759	0.00006		16.68	0.01		17.36	0.01		0.760	0.002	
370	0.5341	0.0004		0.02994	0.00005		13.51	0.01		18.50	0.03		0.793	0.002	
360	0.5513	0.0007		0.02373	0.00004		10.80	0.01		19.53	0.03		0.823	0.002	
350	0.5672	0.0008		0.01866	0.00004		8.52	0.01		20.46	0.04		0.849	0.002	
340	0.5823	0.0005		0.01452	0.00003		6.62	0.01		21.33	0.02		0.872	0.003	
330	0.5964	0.0004		0.01116	0.00002		5.06	0.01		22.13	0.02		0.893	0.003	
320	0.6099	0.0008		0.00845	0.00002		3.79	0.01		22.87	0.04		0.912	0.003	
310	0.623	0.001		0.00629	0.00002		2.780	0.008		23.57	0.05		0.928	0.004	
