T (K) rhol (gm/cm3) rhov (gm/cm3) P (bar) Hv (kJ/mol) Z
540 0.4326	 0.0826	 19.38	 16.41	 0.597	
530 0.4551	 0.0673	 16.81	 18.57	 0.647	
520 0.4747	 0.0555	 14.53	 20.41	 0.691	
510 0.4918	 0.0462	 12.49	 21.98	 0.728	
500 0.5073	 0.0386	 10.67	 23.35	 0.759	
490 0.5215	 0.0323	 9.06	 24.59	 0.786	
480 0.5349	 0.02696	 7.64	 25.73	 0.811	
470 0.5476	 0.02242	 6.39	 26.79	 0.834	
460 0.5598	 0.01855	 5.30	 27.79	 0.854	
450 0.5715	 0.01526	 4.359	 28.74	 0.872	
440 0.5828	 0.01246	 3.547	 29.63	 0.889	
430 0.5935	 0.01009	 2.855	 30.47	 0.905	
420 0.6037	 0.00809	 2.271	 31.26	 0.918	
410 0.6135	 0.00642	 1.783	 32.01	 0.931	
400 0.624	 0.00504	 1.381	 32.76	 0.942	
390 0.633	 0.00390	 1.052	 33.48	 0.952	
380 0.6426	 0.00297	 0.789	 34.16	 0.961	
370 0.6515	 0.00223	 0.580	 34.82	 0.968	
