T (K) rhol (gm/cm3) rhov (gm/cm3) P (bar) Hv (kJ/mol) Z
550 0.420	 0.096	 22.05	 14.7	 0.58	
540 0.445	 0.0784	 19.31	 16.9	 0.627	
530 0.4664	 0.0651	 16.83	 18.76	 0.670	
520 0.4846	 0.0546	 14.61	 20.34	 0.706	
510 0.501	 0.0460	 12.61	 21.72	 0.738	
500 0.515	 0.0388	 10.82	 22.95	 0.767	
490 0.5289	 0.03269	 9.23	 24.07	 0.792	
480 0.5417	 0.02748	 7.82	 25.11	 0.815	
470 0.5539	 0.02302	 6.58	 26.08	 0.836	
460 0.5655	 0.01918	 5.49	 26.99	 0.855	
450 0.5768	 0.01588	 4.54	 27.86	 0.873	
440 0.5880	 0.01305	 3.72	 28.71	 0.889	
430 0.599	 0.01064	 3.01	 29.52	 0.904	
420 0.6096	 0.00859	 2.41	 30.29	 0.918	
410 0.6196	 0.00687	 1.91	 31.02	 0.930	
400 0.629	 0.00543	 1.49	 31.7	 0.941	
390 0.638	 0.00424	 1.14	 32.4	 0.95	
380 0.648	 0.00326	 0.865	 33.0	 0.96	
