T (K) rhol (gm/cm3) rhov (gm/cm3) P (bar) Hv (kJ/mol) Z
450	0.434		0.096		36.3		11.7		0.55	
440	0.466		0.0747		30.73		13.90		0.609	
430	0.491		0.0592		25.88		15.67		0.662	
420	0.5120		0.04754		21.65		17.11		0.705	
410	0.5311		0.03838		17.96		18.38		0.743	
400	0.5490		0.03097		14.77		19.52		0.776	
390	0.5654		0.02491		12.03		20.54		0.806	
380	0.5809		0.01992		9.69		21.49		0.832	
370	0.5958		0.01582		7.70		22.38		0.856	
360	0.6100		0.01244		6.04		23.20		0.878	
350	0.6229		0.00967		4.67		23.95		0.897	
340	0.6346		0.00742		3.55		24.62		0.915	
330	0.6464		0.00561		2.65		25.26		0.930	
