T (K) rhol (gm/cm3) rhov (gm/cm3) P (bar) Hv (kJ/mol) Z
490	0.426		0.0891		25.33		14.10		0.573	
480	0.4542		0.0701		21.63		16.51		0.635	
470	0.4773		0.0564		18.37		18.44		0.685	
460	0.4971		0.04596		15.51		20.03		0.725	
450	0.5149		0.03759		12.99		21.42		0.759	
440	0.5312		0.03072		10.80		22.68		0.789	
430	0.5466		0.02503		8.89		23.85		0.816	
420	0.5611		0.02028		7.25		24.92		0.841	
410	0.5748		0.01633		5.84		25.92		0.863	
400	0.5878		0.01303		4.66		26.86		0.882	
390	0.6001		0.01030		3.66		27.73		0.900	
380	0.612		0.00805		2.83		28.54		0.915	
370	0.623		0.00621		2.16		29.33		0.93	
360	0.635		0.00472		1.62		30.10		0.94	
