T (K) rhol (gm/cm3) rhov (gm/cm3) P (bar) Hv (kJ/mol) Z
530 0.408	 0.0911	 19.83	 14.57	 0.564	
520 0.432	 0.0736	 17.16	 16.84	 0.616	
510 0.4534	 0.0599	 14.79	 18.85	 0.665	
500 0.4719	 0.0494	 12.68	 20.55	 0.706	
490 0.4885	 0.0409	 10.81	 22.03	 0.741	
480 0.5038	 0.0340	 9.159	 23.35	 0.771	
470 0.5180	 0.0282	 7.702	 24.56	 0.798	
460 0.5311	 0.02334	 6.425	 25.65	 0.822	
450 0.5432	 0.01921	 5.315	 26.65	 0.845	
440 0.5547	 0.01573	 4.355	 27.59	 0.865	
430 0.5659	 0.01279	 3.533	 28.48	 0.883	
420 0.5768	 0.01031	 2.834	 29.33	 0.899	
410 0.5872	 0.00824	 2.245	 30.13	 0.913	
400 0.597	 0.00651	 1.755	 30.89	 0.926	
390 0.607	 0.00508	 1.352	 31.64	 0.937	
380 0.6177	 0.00391	 1.024	 32.40	 0.948	
370 0.6282	 0.00296	 0.762	 33.15	 0.957	
