T (K) rhol (gm/cm3) rhov (gm/cm3) P (bar) Hv (kJ/mol) Z
510 0.433	 0.0842	 21.29	 14.75	 0.598	
500 0.4553	 0.0685	 18.44	 16.71	 0.649	
490 0.4747	 0.0565	 15.90	 18.34	 0.692	
480 0.4917	 0.0470	 13.64	 19.73	 0.728	
470 0.5072	 0.03926	 11.63	 20.95	 0.760	
460 0.5215	 0.03278	 9.85	 22.05	 0.787	
450 0.5349	 0.02731	 8.28	 23.07	 0.812	
440 0.5476	 0.02266	 6.90	 24.01	 0.834	
430 0.5597	 0.01869	 5.70	 24.89	 0.854	
420 0.5712	 0.01532	 4.66	 25.70	 0.873	
410 0.5820	 0.01246	 3.77	 26.47	 0.890	
400 0.5923	 0.01004	 3.02	 27.18	 0.906	
390 0.6024	 0.00801	 2.38	 27.86	 0.920	
380 0.6124	 0.00632	 1.86	 28.52	 0.93	
370 0.622	 0.00492	 1.42	 29.17	 0.94	
360 0.632	 0.00377	 1.07	 29.80	 0.95	
