T (K) rhol urhol (gm/cm3) rhov urhov (gm/cm3) P uP (bar) Hv uHv (kJ/mol) Z uZ
360	0.4561	0.0004		0.0704	0.0002		33.19	0.03		11.08	0.02		0.631	0.002	
350	0.4831	0.0004		0.0543	0.0001		27.26	0.02		12.58	0.02		0.691	0.002	
340	0.5058	0.0004		0.04256	0.00006		22.17	0.02		13.79	0.01		0.738	0.001	
330	0.5260	0.0002		0.03347	0.00004		17.82	0.01		14.819	0.006		0.777	0.001	
320	0.5443	0.0003		0.02623	0.00003		14.13	0.02		15.72	0.02		0.811	0.002	
310	0.5613	0.0007		0.02041	0.00002		11.04	0.02		16.53	0.03		0.841	0.002	
300	0.577	0.001		0.01571	0.00002		8.48	0.02		17.26	0.04		0.867	0.002	
290	0.592	0.001		0.01192	0.00002		6.39	0.02		17.93	0.04		0.890	0.003	
280	0.6065	0.0009		0.00890	0.00002		4.71	0.02		18.56	0.03		0.911	0.004	
