T (K) rhol urhol (gm/cm3) rhov urhov (gm/cm3) P uP (bar) Hv uHv (kJ/mol) Z uZ
550 0.403	0.002	 0.1018	0.0009	 22.31	0.05	 13.8	0.1	 0.547	0.007	
540 0.429	0.002	 0.0834	0.0007	 19.47	0.04	 16.1	0.1	 0.594	0.007	
530 0.453	0.001	 0.0682	0.0005	 16.91	0.04	 18.2	0.1	 0.643	0.006	
520 0.473	0.001	 0.0563	0.0003	 14.63	0.03	 20.09	0.08	 0.686	0.005	
510 0.4906	0.0006	 0.0469	0.0002	 12.58	0.03	 21.66	0.05	 0.723	0.004	
500 0.5062	0.0004	 0.0392	0.0001	 10.77	0.02	 23.03	0.03	 0.755	0.004	
490 0.5205	0.0004	 0.0328	0.0001	 9.16	0.02	 24.26	0.03	 0.783	0.003	
480 0.5337	0.0004	 0.02738	0.00009	 7.73	0.02	 25.38	0.03	 0.808	0.004	
470 0.5462	0.0002	 0.02279	0.00007	 6.48	0.02	 26.42	0.03	 0.831	0.004	
460 0.5580	0.0004	 0.01889	0.00005	 5.39	0.02	 27.38	0.04	 0.852	0.004	
450 0.5693	0.0007	 0.01556	0.00004	 4.44	0.01	 28.29	0.05	 0.871	0.004	
440 0.5802	0.0007	 0.01274	0.00003	 3.62	0.01	 29.15	0.06	 0.888	0.004	
430 0.5909	0.0005	 0.01034	0.00002	 2.92	0.01	 29.98	0.05	 0.904	0.004	
420 0.6013	0.0005	 0.00832	0.00002	 2.33	0.01	 30.77	0.06	 0.918	0.004	
410 0.6114	0.0008	 0.00662	0.00002	 1.840	0.009	 31.53	0.07	 0.931	0.005	
400 0.6210	0.0009	 0.00521	0.00002	 1.430	0.008	 32.24	0.07	 0.943	0.006	
390 0.6302	0.0008	 0.00405	0.00001	 1.096	0.007	 32.91	0.07	 0.954	0.007	
380 0.6396	0.0005	 0.00310	0.00001	 0.826	0.006	 33.59	0.04	 0.963	0.008	
