T (K) rhol (gm/cm3) rhov (gm/cm3) P (bar) Hv (kJ/mol) Z
540 0.4012	 0.0882	 19.43	 15.22	 0.561	
530 0.42624	 0.0710	 16.79	 17.64	 0.613	
520 0.4481	 0.0576	 14.45	 19.79	 0.662	
510 0.4670	 0.0473	 12.38	 21.61	 0.705	
500 0.4837	 0.03912	 10.54	 23.18	 0.740	
490 0.4987	 0.03242	 8.92	 24.56	 0.771	
480 0.5126	 0.02686	 7.49	 25.82	 0.798	
470 0.5258	 0.02218	 6.24	 26.98	 0.823	
460 0.5383	 0.01823	 5.16	 28.08	 0.845	
450 0.5503	 0.01490	 4.22	 29.10	 0.865	
440 0.5616	 0.01209	 3.421	 30.059	 0.883	
430 0.5725	 0.00973	 2.740	 30.97	 0.900	
420 0.5831	 0.00775	 2.169	 31.84	 0.915	
410 0.5935	 0.00611	 1.694	 32.67	 0.929	
400 0.6035	 0.00476	 1.304	 33.47	 0.941	
390 0.6130	 0.00366	 0.988	 34.23	 0.952	
380 0.6222	 0.00277	 0.736	 34.95	 0.961	
370 0.6314	 0.002058	 0.537	 35.66	 0.970	
