T (K) rhol urhol (gm/cm3) rhov urhov (gm/cm3) P uP (bar) Hv uHv (kJ/mol) Z uZ
500	0.437	0.001		0.0853	0.0005		24.90	0.06		14.97	0.04		0.577	0.005	
490	0.4641	0.0004		0.06757	0.00008		21.27	0.06		17.30	0.01		0.635	0.002	
480	0.4865	0.0004		0.05462	0.00007		18.08	0.05		19.18	0.01		0.681	0.003	
470	0.5057	0.0007		0.04461	0.00008		15.28	0.05		20.75	0.03		0.720	0.003	
460	0.5232	0.0008		0.03654	0.00008		12.81	0.05		22.14	0.04		0.753	0.004	
450	0.5396	0.0005		0.02990	0.00007		10.66	0.05		23.41	0.02		0.783	0.004	
440	0.5550	0.0004		0.02439	0.00005		8.80	0.04		24.59	0.02		0.810	0.005	
430	0.5694	0.0003		0.01980	0.00003		7.19	0.04		25.67	0.02		0.834	0.005	
420	0.5831	0.0004		0.01597	0.00002		5.81	0.04		26.67	0.02		0.856	0.006	
410	0.596	0.001		0.01278	0.00002		4.64	0.03		27.61	0.06		0.875	0.007	
400	0.608	0.001		0.01013	0.00003		3.66	0.03		28.50	0.09		0.893	0.008	
390	0.621	0.001		0.00794	0.00003		2.85	0.03		29.35	0.08		0.91	0.01	
380	0.6329	0.0004		0.00614	0.00004		2.18	0.02		30.19	0.03		0.92	0.01	
370	0.6443	0.0006		0.00469	0.00004		1.64	0.02		30.96	0.03		0.94	0.01	
