T (K) rhol urhol (gm/cm3) rhov urhov (gm/cm3) P uP (bar) Hv uHv (kJ/mol) Z uZ
480 0.4133	0.0006	 0.0893	0.0003	 23.63	0.07	 12.79	0.03	 0.571	0.003	
470 0.4376	0.0003	 0.0718	0.0002	 20.31	0.06	 14.75	0.02	 0.623	0.004	
460 0.4592	0.0003	 0.0581	0.0002	 17.36	0.05	 16.50	0.02	 0.674	0.004	
450 0.4779	0.0003	 0.0474	0.0001	 14.76	0.05	 17.99	0.02	 0.717	0.004	
440 0.4945	0.0003	 0.03900	0.00009	 12.47	0.04	 19.26	0.02	 0.753	0.004	
430 0.5096	0.0003	 0.03213	0.00007	 10.45	0.04	 20.37	0.02	 0.784	0.004	
420 0.5237	0.0003	 0.02643	0.00005	 8.69	0.03	 21.38	0.02	 0.811	0.004	
410 0.5370	0.0003	 0.02165	0.00005	 7.16	0.03	 22.31	0.02	 0.836	0.004	
400 0.5495	0.0003	 0.01763	0.00004	 5.84	0.03	 23.17	0.02	 0.858	0.005	
390 0.5614	0.0004	 0.01425	0.00004	 4.70	0.02	 23.97	0.02	 0.877	0.005	
380 0.5727	0.0005	 0.01141	0.00003	 3.75	0.02	 24.71	0.03	 0.895	0.006	
370 0.5833	0.0006	 0.00905	0.00003	 2.94	0.02	 25.40	0.03	 0.911	0.007	
360 0.5936	0.0006	 0.00708	0.00003	 2.28	0.02	 26.05	0.04	 0.926	0.008	
350 0.6037	0.0008	 0.00547	0.00002	 1.73	0.01	 26.67	0.05	 0.938	0.009	
340 0.614	0.001	 0.00416	0.00002	 1.30	0.01	 27.28	0.06	 0.95	0.01	
330 0.6236	0.0008	 0.00311	0.00002	 0.95	0.01	 27.87	0.05	 0.96	0.01	
320 0.6330	0.0006	 0.00227	0.00001	 0.680	0.009	 28.43	0.03	 0.97	0.01	
