T (K) rhol urhol (gm/cm3) rhov urhov (gm/cm3) P uP (bar) Hv uHv (kJ/mol) Z uZ
470	0.4446	0.0005		0.0825	0.0005		27.52	0.07		14.14	0.05		0.581	0.005	
460	0.4728	0.0006		0.0651	0.0003		23.32	0.05		16.28	0.03		0.638	0.004	
450	0.4961	0.0004		0.0522	0.0002		19.65	0.04		18.056	0.008		0.686	0.003	
440	0.5162	0.0003		0.0422	0.0001		16.44	0.03		19.559	0.009		0.726	0.003	
430	0.5345	0.0004		0.03418	0.00008		13.65	0.02		20.88	0.02		0.761	0.003	
420	0.5511	0.0005		0.02767	0.00007		11.23	0.02		22.06	0.03		0.791	0.003	
410	0.5663	0.0007		0.02231	0.00006		9.14	0.02		23.13	0.04		0.819	0.003	
400	0.5805	0.0007		0.01789	0.00004		7.37	0.01		24.10	0.04		0.844	0.003	
390	0.5942	0.0006		0.01424	0.00003		5.87	0.01		25.02	0.04		0.866	0.003	
380	0.6074	0.0006		0.01123	0.00002		4.61	0.01		25.89	0.03		0.886	0.003	
370	0.6201	0.0008		0.008755	0.000007		3.573	0.009		26.70	0.04		0.904	0.003	
360	0.6322	0.0009		0.006740	0.000006		2.724	0.009		27.46	0.05		0.920	0.003	
350	0.6439	0.0009		0.005113	0.000008		2.040	0.008		28.18	0.05		0.934	0.004	
