T (K) rhol (gm/cm3) rhov (gm/cm3) P (bar) Hv (kJ/mol) Z
540 0.4196	 0.0807	 18.56	 16.54	 0.585	
530 0.4426	 0.0651	 16.04	 18.85	 0.638	
520 0.4625	 0.0533	 13.80	 20.82	 0.684	
510 0.4799	 0.0440	 11.81	 22.50	 0.722	
500 0.49570	 0.0366	 10.05	 23.96	 0.755	
490 0.51022	 0.03039	 8.49	 25.28	 0.783	
480 0.5238	 0.02521	 7.12	 26.491	 0.809	
470 0.5367	 0.02083	 5.93	 27.62	 0.832	
460 0.5489	 0.01712	 4.89	 28.67	 0.853	
450 0.5605	 0.01399	 3.996	 29.66	 0.872	
440 0.5715	 0.01134	 3.231	 30.58	 0.889	
430 0.5821	 0.00912	 2.584	 31.46	 0.905	
420 0.5925	 0.00726	 2.041	 32.30	 0.919	
410 0.6026	 0.00572	 1.590	 33.11	 0.932	
400 0.6121	 0.00445	 1.221	 33.87	 0.943	
390 0.621	 0.00341	 0.923	 34.59	 0.953	
380 0.631	 0.00258	 0.685	 35.32	 0.962	
370 0.6407	 0.00191	 0.499	 36.08	 0.969	
