T (K) rhol (gm/cm3) rhov (gm/cm3) P (bar) Hv (kJ/mol) Z
540 0.403	 0.0964	 20.86	 14.3	 0.551	
530 0.428	 0.0777	 18.09	 16.7	 0.603	
520 0.451	 0.0631	 15.62	 18.85	 0.654	
510 0.4701	 0.0519	 13.43	 20.67	 0.698	
500 0.4871	 0.0430	 11.48	 22.23	 0.734	
490 0.5025	 0.03576	 9.75	 23.60	 0.765	
480 0.5167	 0.02973	 8.23	 24.84	 0.792	
470 0.5300	 0.02465	 6.89	 25.98	 0.817	
460 0.5426	 0.02036	 5.722	 27.05	 0.839	
450 0.5546	 0.01672	 4.709	 28.05	 0.860	
440 0.5663	 0.01364	 3.837	 28.99	 0.878	
430 0.5775	 0.01104	 3.092	 29.89	 0.895	
420 0.5882	 0.00886	 2.463	 30.73	 0.910	
410 0.5984	 0.00703	 1.937	 31.53	 0.923	
400 0.6083	 0.00552	 1.502	 32.28	 0.935	
390 0.6177	 0.00427	 1.147	 33.00	 0.946	
380 0.627	 0.00326	 0.862	 33.70	 0.956	
370 0.636	 0.00245	 0.635	 34.38	 0.964	
360 0.645	 0.00181	 0.459	 35.05	 0.97	
