T (K) rhol (gm/cm3) rhov (gm/cm3) P (bar) Hv (kJ/mol) Z
540 0.4222	 0.0846	 19.47	 15.97	 0.585	
530 0.4459	 0.0687	 16.88	 18.22	 0.637	
520 0.4663	 0.0564	 14.57	 20.15	 0.682	
510 0.4840	 0.04681	 12.52	 21.80	 0.720	
500 0.4999	 0.03901	 10.69	 23.23	 0.753	
490 0.5145	 0.03254	 9.07	 24.51	 0.782	
480 0.5280	 0.02710	 7.64	 25.69	 0.807	
470 0.5408	 0.02249	 6.39	 26.78	 0.831	
460 0.5531	 0.01858	 5.30	 27.80	 0.852	
450 0.5649	 0.01526	 4.35	 28.77	 0.871	
440 0.5763	 0.01244	 3.54	 29.69	 0.888	
430 0.5871	 0.01006	 2.847	 30.55	 0.904	
420 0.5976	 0.00806	 2.263	 31.37	 0.919	
410 0.6076	 0.00639	 1.775	 32.15	 0.932	
400 0.6172	 0.00500	 1.373	 32.89	 0.943	
390 0.6267	 0.00387	 1.046	 33.61	 0.953	
380 0.6363	 0.00294	 0.783	 34.33	 0.962	
370 0.6464	 0.00220	 0.575	 35.07	 0.970	
