T (K) rhol urhol (gm/cm3) rhov urhov (gm/cm3) P uP (bar) Hv uHv (kJ/mol) Z uZ
490	0.426	0.001		0.0891	0.0003		25.33	0.08		14.10	0.04		0.573	0.003	
480	0.4542	0.0004		0.0701	0.0002		21.63	0.07		16.51	0.02		0.635	0.003	
470	0.4773	0.0004		0.0564	0.0001		18.37	0.06		18.44	0.02		0.685	0.003	
460	0.4971	0.0003		0.04596	0.00007		15.51	0.06		20.03	0.02		0.725	0.003	
450	0.5149	0.0003		0.03759	0.00007		12.99	0.05		21.42	0.02		0.759	0.004	
440	0.5312	0.0005		0.03072	0.00007		10.80	0.04		22.68	0.03		0.789	0.004	
430	0.5466	0.0006		0.02503	0.00006		8.89	0.04		23.85	0.04		0.816	0.004	
420	0.5611	0.0005		0.02028	0.00005		7.25	0.03		24.92	0.04		0.841	0.005	
410	0.5748	0.0004		0.01633	0.00004		5.84	0.03		25.92	0.03		0.863	0.005	
400	0.5878	0.0004		0.01303	0.00003		4.66	0.03		26.86	0.02		0.882	0.006	
390	0.6001	0.0007		0.01030	0.00003		3.66	0.02		27.73	0.04		0.900	0.007	
380	0.612	0.001		0.00805	0.00003		2.83	0.02		28.54	0.07		0.915	0.008	
370	0.623	0.001		0.00621	0.00003		2.16	0.02		29.33	0.07		0.93	0.01	
360	0.635	0.001		0.00472	0.00003		1.62	0.02		30.10	0.06		0.94	0.01	
