T (K) rhol (gm/cm3) rhov (gm/cm3) P (bar) Hv (kJ/mol) Z
410 0.4088	 0.0780	 22.10	 11.40	 0.600	
400 0.4331	 0.0613	 18.63	 13.12	 0.660	
390 0.4537	 0.0489	 15.60	 14.54	 0.710	
380 0.4715	 0.03944	 12.95	 15.70	 0.750	
370 0.4876	 0.03187	 10.66	 16.71	 0.784	
360 0.5025	 0.02568	 8.67	 17.62	 0.814	
350 0.5166	 0.02056	 6.98	 18.44	 0.841	
340 0.5297	 0.01633	 5.54	 19.20	 0.865	
330 0.5421	 0.01284	 4.33	 19.89	 0.887	
320 0.5540	 0.00997	 3.33	 20.54	 0.906	
310 0.5656	 0.00763	 2.52	 21.15	 0.92	
300 0.577	 0.00574	 1.86	 21.75	 0.94	
290 0.589	 0.00423	 1.35	 22.32	 0.95	
280 0.600	 0.00305	 0.95	 22.86	 0.96	
