T (K) rhol (gm/cm3) rhov (gm/cm3) P (bar) Hv (kJ/mol) Z
530 0.3980	 0.0858	 19.45	 15.14	 0.588	
520 0.4267	 0.0710	 16.84	 17.32	 0.626	
510 0.4498	 0.0584	 14.48	 19.27	 0.668	
500 0.4688	 0.0482	 12.39	 20.98	 0.707	
490 0.4854	 0.03985	 10.54	 22.47	 0.741	
480 0.5006	 0.03302	 8.90	 23.82	 0.771	
470 0.5147	 0.02733	 7.46	 25.04	 0.798	
460 0.5280	 0.02254	 6.20	 26.18	 0.822	
450 0.5407	 0.01851	 5.11	 27.24	 0.843	
440 0.5528	 0.01510	 4.17	 28.23	 0.862	
430 0.5643	 0.01222	 3.36	 29.16	 0.879	
420 0.5751	 0.00981	 2.681	 30.03	 0.894	
410 0.5856	 0.00779	 2.110	 30.85	 0.908	
400 0.5961	 0.00611	 1.637	 31.66	 0.920	
390 0.6063	 0.00473	 1.251	 32.44	 0.931	
380 0.6161	 0.00361	 0.939	 33.18	 0.941	
370 0.6254	 0.00271	 0.692	 33.87	 0.949	
360 0.635	 0.00200	 0.500	 34.54	 0.955	
