T (K) rhol (kg/m3) rhov (kg/m3) P (bar) DeltaHv (kJ/mol)
500.0	378.12021857	101.373542927	25.8991908701	11.2293034028
490.0	404.157156072	81.3938608454	22.4795228754	13.3871987685
480.0	427.141358118	65.8265078767	19.4279451156	15.2983878494
470.0	446.499049495	54.0415451325	16.7111844178	16.8713322199
460.0	463.208389844	44.7804675505	14.2953323286	18.1885772307
450.0	478.320127136	37.2188799293	12.1533433023	19.3456928708
440.0	492.408631477	30.9206777732	10.2608153465	20.3944702146
430.0	505.645896739	25.6312714436	8.59764869807	21.3548447927
420.0	518.093547568	21.1703753126	7.14342992615	22.2364564634
410.0	529.899659734	17.3976597977	5.87953767766	23.0528061608
400.0	541.300390224	14.202111121	4.79001517819	23.8235580686
390.0	552.471310935	11.4969372102	3.85845447017	24.5614862635
380.0	563.366287869	9.21559978392	3.06907434776	25.2627070677
370.0	573.775174684	7.3054238103	2.40819313233	25.9178141437
360.0	583.484223333	5.72095134829	1.8619248875	26.5193276424
350.0	593.076158569	4.41968398978	1.41544694778	27.0999373841
340.0	603.350658598	3.36087887954	1.05658861756	27.7046671315
330.0	612.731797356	2.50983219646	0.772649989169	28.2456287547
320.0	621.090088573	1.8373599735	0.552347700933	28.7134173657
