T (K) rhol (kg/m3) rhov (kg/m3) P (bar) DeltaHv (kJ/mol)
410.0	409.543364259	78.7759047177	22.1794518688	11.3282589536
400.0	433.933087686	61.3310060991	18.6924442346	13.1396286244
390.0	454.829248843	48.8236494606	15.6529301826	14.5905336623
380.0	472.433342404	39.3847250083	13.0038781891	15.7498970975
370.0	487.877513752	31.8673489863	10.7039576496	16.7316860974
360.0	502.335472139	25.7123358166	8.71971354179	17.6168430345
350.0	516.369450773	20.6149955326	7.01868789757	18.4426582351
340.0	529.785493175	16.3825449086	5.57437465693	19.2095059138
330.0	542.27418828	12.8791517008	4.36266199372	19.9097474074
320.0	553.746203767	10.000132505	3.36027330299	20.5418855374
310.0	564.407860795	7.65750868769	2.54314545877	21.1169425146
300.0	575.25165487	5.77106674372	1.88665667888	21.6812914369
290.0	587.128392356	4.26706772919	1.36754048648	22.2723066244
280.0	599.075951773	3.08359897755	0.964359255372	22.8491449455
