T (K) rhol (kg/m3) rhov (kg/m3) P (bar) DeltaHv (kJ/mol)
550.0	419.385039147	89.5354965754	20.7463291178	16.2669824303
540.0	445.18666431	70.9495774245	17.8763712886	18.9831645541
530.0	467.622861117	57.187044618	15.3460124229	21.2980268903
520.0	487.094381177	46.8466282648	13.1106840664	23.2220114649
510.0	504.300930095	38.6852997435	11.1358452043	24.8683840925
500.0	519.826220554	32.0080269116	9.39535946796	26.3270409081
490.0	534.288828963	26.445325215	7.8693435337	27.6615773346
480.0	548.184061132	21.772083489	6.53889465202	28.9167887502
470.0	561.563832711	17.8337273021	5.38537592901	30.1049172064
460.0	574.150655859	14.5171079245	4.39221032701	31.2117836659
450.0	586.020502246	11.7327272861	3.5460222895	32.245196251
440.0	597.508387233	9.40364019132	2.83023073437	33.2292837276
430.0	608.641305235	7.46475895127	2.23149588413	34.170807285
420.0	619.314562572	5.86141637108	1.73628211178	35.0636328136
410.0	629.999928271	4.54619944275	1.3303518578	35.9380867882
