Tsat (K)	rhol (kg/m3)	rhov (kg/m3)	Psat (bar)	DeltaHv (kJ/mol)
410	462.44024	0	28.04133	13.03662
400	486.77267	0	23.44608	14.62781
390	508.11013	0	19.43956	15.97196
380	527.37986	0	15.9671	17.14362
370	545.11769	0	12.97833	18.18698
360	561.66514	0	10.42652	19.1309
350	577.25518	0	8.26793	19.9956
340	592.0548	0	6.46141	20.79594
330	606.18837	0	4.96798	21.54335
320	619.75136	0	3.75064	22.24686
310	632.81891	0	2.7742	22.91381
