Tsat (K)	rhol (kg/m3)	rhov (kg/m3)	Psat (bar)	DeltaHv (kJ/mol)
470	476.45979	0	20.77567	16.12306
460	495.44918	0	17.88587	17.32958
450	512.96667	0	15.30098	18.41262
440	529.34425	0	12.99883	19.40434
430	544.80737	0	10.95867	20.32663
420	559.51709	0	9.16088	21.1951
410	573.59306	0	7.58686	22.02135
400	587.12696	0	6.21884	22.81424
390	600.19081	0	5.0397	23.58068
380	612.84235	0	4.03291	24.32619
370	625.12871	0	3.1824	25.05528
360	637.08891	0	2.47255	25.77163
350	648.75571	0	1.88813	26.47835
